name,g_map,post_code,address1,address2,tel,jsog_code,senkoishido,fujinkashuyo,shusanki,ivf,hai_ranshi_toketsu,kenbijusei,social_ranshitoketsu,teikyoseishi_aih,pgt,jis_art,japco,yomigana,current_status,prefecture_id,city_id
東京逓信病院,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d7600.250815396014!2d139.73786583165491!3d35.698677488261254!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x60188c42d15efe11%3A0xd133b81eb955cd12!2z5p2x5Lqs6YCT5L-h55eF6Zmi!5e0!3m2!1sja!2sjp!4v1606372888682!5m2!1sja!2sjp,1028798,富士見2-14-23,,03-5214-7111,130008,0,1,0,0,0,0,0,0,0,0,0,トウキョウテイシンビョウイン,0,13,655
国立がん研究センター中央病院,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d5856.232531881697!2d139.76423583701308!3d35.66591425673628!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x60188bdc2f413f7f%3A0x5cc096e684f6bace!2z5Zu956uL56CU56m26ZaL55m65rOV5Lq6IOWbveeri-OBjOOCk-eglOeptuOCu-ODs-OCv-ODvCDkuK3lpK7nl4XpmaI!5e0!3m2!1sja!2sjp!4v1606372921031!5m2!1sja!2sjp,1040045,築地5-1-1,,03-3542-2511,130009,1,1,0,0,0,0,0,0,0,0,0,コクリツガンケンキュウセンターチュウオウビョウイン,0,13,656
はるねクリニック銀座,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3241.0979403786587!2d139.76490931484244!3d35.674590337944394!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x60188be464b199cb%3A0xccffd68f23d58c5b!2z44Gv44KL44Gt44Kv44Oq44OL44OD44Kv6YqA5bqn!5e0!3m2!1sja!2sjp!4v1606372939050!5m2!1sja!2sjp,1040061,銀座1-5-8,ギンザウィローアベニュービル 6F,03-5250-6850,130010,0,0,0,1,1,1,0,0,0,0,0,ハルネクリニックギンザ,0,13,656
銀座レディースクリニック,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3241.2348597708715!2d139.76331851484238!3d35.671218638129346!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x60188be6895a6431%3A0xbd161f625ff56fe8!2z6YqA5bqn44Os44OH44Kj44O844K544Kv44Oq44OL44OD44Kv!5e0!3m2!1sja!2sjp!4v1606372961020!5m2!1sja!2sjp,1040061,銀座4-6-11,銀座センタービル6F,03-3535-1117,130011,0,0,0,1,1,1,0,0,0,0,0,ギンザレディースクリニック,0,13,656
聖路加国際病院,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d12965.59472490624!2d139.76828286977545!3d35.66718410000003!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x1526ba16fb4380d1%3A0x76f25016ae90d48!2z6IGW6Lev5Yqg5Zu96Zqb55eF6Zmi!5e0!3m2!1sja!2sjp!4v1606373000496!5m2!1sja!2sjp,1048560,明石町9-1,,03-3541-5151,130012,1,1,1,1,1,1,7,0,0,0,0,セイロカコクサイビョウイン,0,13,656
東京慈恵会医科大学,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d5670.018888031042!2d139.746036901469!3d35.66328873446032!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x60188b952491e8c1%3A0x92948ee09ce70024!2z5p2x5Lqs5oWI5oG15Lya5Yy756eR5aSn5a2m6ZmE5bGe55eF6Zmi!5e0!3m2!1sja!2sjp!4v1606373019121!5m2!1sja!2sjp,1058471,西新橋3-19-18,,03-3433-1111,130013,1,1,1,1,1,1,3,0,0,0,0,トウキョウジケイカイイカダイガク,0,13,657
虎の門病院,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d9928.708598163264!2d139.7447615318053!3d35.66775658702254!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x60188b971ad95555%3A0x6a19bb2b414bf2d!2z6JmO44Gu6ZaA55eF6Zmi!5e0!3m2!1sja!2sjp!4v1606373036257!5m2!1sja!2sjp,1058470,虎ノ門2-2-2,,03-3588-1111,130014,1,1,1,1,1,1,4,0,0,0,0,トラノモンビョウイン,0,13,657
愛育病院,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d5567.414994125252!2d139.74617476204614!3d35.64554448682538!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x60188b749c330d31%3A0x35c7b4ea4abd9ab8!2z5oSb6IKy55eF6Zmi!5e0!3m2!1sja!2sjp!4v1606373090733!5m2!1sja!2sjp,1050023,芝浦1-16-10,,03-6453-7300,130015,1,0,1,0,0,0,0,0,0,0,0,アイイクビョウイン,0,13,657
山王病院,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d9115.387719099836!2d139.7240248935733!3d35.666027627152545!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x60188b7e0f3fb1b7%3A0xd31fcdcd16f1d786!2z5bGx546L55eF6Zmi!5e0!3m2!1sja!2sjp!4v1606373135298!5m2!1sja!2sjp,1070052,赤坂8-10-16,,03-3402-3151,130016,1,0,0,1,1,1,4,0,0,0,1,サンノウビョウイン,0,13,657
東京都済生会中央病院,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d5753.190940538268!2d139.74088313941664!3d35.65357604385409!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x60188bbb688d5dc3%3A0xa075057710d1c594!2z5p2x5Lqs6YO95riI55Sf5Lya5Lit5aSu55eF6Zmi!5e0!3m2!1sja!2sjp!4v1606373161490!5m2!1sja!2sjp,1080073,三田1-4-17,,03-3451-8211,130017,0,1,1,0,0,0,0,0,0,0,0,サイセイカイチュウオウビョウイン,0,13,657
北里研究所病院,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3242.278248900626!2d139.72438701484177!3d35.64551563953815!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x60188b0eddc40b2d%3A0x1b2f3abd74438257!2z5YyX6YeM5aSn5a2m5YyX6YeM56CU56m25omA55eF6Zmi!5e0!3m2!1sja!2sjp!4v1606373180866!5m2!1sja!2sjp,1088642,白金5-9-1,,03-3444-6161,130018,1,0,0,1,1,1,0,0,0,0,0,キタザトケンキュウジョビョウイン,0,13,657
順天堂大学,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3239.9701815396797!2d139.75968151484324!3d35.702351386421604!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x60188c17f806871f%3A0x38fcd17796fa3473!2z6aCG5aSp5aCC5aSn5a2m5Yy75a2m6YOo6ZmE5bGe6aCG5aSp5aCC5Yy76Zmi!5e0!3m2!1sja!2sjp!4v1606373204954!5m2!1sja!2sjp,1138431,本郷3-1-3,,03-3813-3111,130023,1,1,1,1,1,1,4,0,0,0,0,ジュンテンドウダイガク,0,13,659
東京医科歯科大学,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3240.01758042829!2d139.76246976484313!3d35.701184986485536!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x60188c19a610ef81%3A0x6a785f4b60838f6c!2z5p2x5Lqs5Yy756eR5q2v56eR5aSn5a2m5Yy75a2m6YOo6ZmE5bGe55eF6Zmi!5e0!3m2!1sja!2sjp!4v1606373228235!5m2!1sja!2sjp,1138519,湯島1-5-45,,03-3813-6111,130024,1,1,1,1,1,1,7,0,0,0,0,トウキョウイカシカダイガク,0,13,659
日本医科大学,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3239.2081670665643!2d139.7567622148439!3d35.72109863539269!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x60188dccbfbbdc4f%3A0xb3d15ffb64d28417!2z5pel5pys5Yy756eR5aSn5a2m5LuY5bGe55eF6Zmi!5e0!3m2!1sja!2sjp!4v1606373251479!5m2!1sja!2sjp,1138603,千駄木1-1-5,,03-3822-2131,130025,1,1,1,1,1,1,2,0,0,0,1,ニホンイカダイガク,0,13,659
東京大学,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d5121.857956995317!2d139.7618339481226!3d35.710454632594825!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x60188c2453643969%3A0x4efa34b619d590ba!2z5p2x5Lqs5aSn5a2m5Yy75a2m6YOo6ZmE5bGe55eF6Zmi!5e0!3m2!1sja!2sjp!4v1606373284419!5m2!1sja!2sjp,1138655,本郷7-3-1,,03-3815-5411,130026,1,1,1,1,1,1,4,0,0,0,1,トウキョウダイガク,0,13,659
中野レディースクリニック,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d5799.2222240713745!2d139.7340099127994!3d35.75505643009176!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x6018927b520b9f07%3A0x99af658b5d0ec64b!2z5Lit6YeO44Os44OH44Kj44O844K544Kv44Oq44OL44OD44Kv!5e0!3m2!1sja!2sjp!4v1606373326695!5m2!1sja!2sjp,1140002,王子2-30-6,末永ビル3F,03-5390-6030,130028,0,0,0,1,1,0,0,0,0,0,0,ナカノレディースクリニック,0,13,671
東京女子医科大学東医療センター,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d4576.712764400931!2d139.76225314519115!3d35.74848232911015!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x60188de4e4c75143%3A0x442d049e6e1ae89c!2z5p2x5Lqs5aWz5a2Q5Yy756eR5aSn5a2m5p2x5Yy755mC44K744Oz44K_44O8!5e0!3m2!1sja!2sjp!4v1606373362258!5m2!1sja!2sjp,1168567,西尾久2-1-10,,03-3810-1111,130029,1,1,1,0,0,0,0,0,0,0,0,トウキョウジョシイカダイガクイリョウセンター,0,13,672
臼井医院,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d9030.58053850683!2d139.83777564546!3d35.76648363186072!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x60188f93b3d35749%3A0x5202da571ba43db0!2z6Ie85LqV5Yy76ZmiIOS4jeWmiuayu-eZguOCu-ODs-OCv-ODvA!5e0!3m2!1sja!2sjp!4v1606373481894!5m2!1sja!2sjp,1200003,東和2-12-18,,03-3605-0381,130030,0,0,0,1,1,1,0,0,0,0,0,ウスイイイン,0,13,675
真島クリニック,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d13601.076038078829!2d139.77846049375668!3d35.76665255654547!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x60188e1c1c536eb9%3A0x262ef11cb230d275!2z55yf5bO244Kv44Oq44OL44OD44Kv!5e0!3m2!1sja!2sjp!4v1606373501147!5m2!1sja!2sjp,1230852,関原1-21-2,,03-3849-4127,130032,0,0,0,1,1,1,0,0,0,0,0,マジマクリニック,0,13,675
葛飾赤十字産院,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d9106.530649075794!2d139.83767369544677!3d35.743525910005786!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x60188f65b75e0c6f%3A0x5c7e43670b683f9c!2z6JGb6aO-6LWk5Y2B5a2X55Sj6Zmi!5e0!3m2!1sja!2sjp!4v1606373526227!5m2!1sja!2sjp,1240012,立石5-11-12,,03-3693-5211,130033,1,0,0,0,0,0,0,0,0,0,0,カツシカセキジュウジビョウイン,0,13,676
東京慈恵会医科大学葛飾医療センター,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d10941.645087750472!2d139.8480712701072!3d35.75145879626497!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x601885865bbd5225%3A0xa0835277e2d4057d!2z5p2x5Lqs5oWI5oG15Lya5Yy756eR5aSn5a2m6JGb6aO-5Yy755mC44K744Oz44K_44O8!5e0!3m2!1sja!2sjp!4v1606373547342!5m2!1sja!2sjp,1258506,青戸6-41-2,,03-3603-2111,130034,1,1,1,0,0,0,0,0,0,0,0,トウキョウジケイカイイカダイガクカツシカイリョウセンター,0,13,676
あいウイメンズクリニック,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3240.1509699646235!2d139.80838231484302!3d35.697902336665805!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x60188929127964bb%3A0xf8bf77201e1cc244!2z44GC44GE44Km44Kk44Oh44Oz44K644Kv44Oq44OL44OD44Kv!5e0!3m2!1sja!2sjp!4v1606373588614!5m2!1sja!2sjp,1300013,錦糸1-5-14,サンヨー堂錦糸ビル3F,03-3829-2522,130035,0,0,0,1,1,1,0,0,0,0,0,アイウィメンズクリニック,0,13,661
賛育会病院,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d5921.576300977876!2d139.80943156809155!3d35.70230794232582!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x601888d586d4662f%3A0x50ff6c438584fc67!2z6LOb6IKy5Lya55eF6Zmi!5e0!3m2!1sja!2sjp!4v1606373617685!5m2!1sja!2sjp,1300012,太平3-20-2,,03-3622-9191,130036,1,0,1,0,0,0,0,0,0,0,0,サンイクカイビョウイン,0,13,661
同愛記念病院,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d4606.073327597973!2d139.79238812875585!3d35.69921274697709!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x60188eca6148becf%3A0x3714a5525fcd2e10!2z5ZCM5oSb6KiY5b-155eF6Zmi!5e0!3m2!1sja!2sjp!4v1606373664329!5m2!1sja!2sjp,1308587,横網2-1-11,,03-3625-6381,130037,1,1,1,0,0,0,0,0,0,0,0,ドウアイキネンビョウイン,0,13,661
東京都立墨東病院,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d4014.678382175122!2d139.8165016224663!3d35.694767493636654!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x601888d965d3f79f%3A0xdfd9c3ed04eba658!2z5p2x5Lqs6YO956uL5aKo5p2x55eF6Zmi!5e0!3m2!1sja!2sjp!4v1606373684378!5m2!1sja!2sjp,1308575,江東橋4-23-15,,03-3633-6151,130038,1,1,1,0,0,0,0,0,0,0,0,ボクトウビョウイン,0,13,661
木場公園クリニック,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d2637.284711427322!2d139.80396216419086!3d35.670682490856095!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x60188905c9f72af9%3A0xcf57d5e88c9f723d!2z5pyo5aC05YWs5ZyS44Kv44Oq44OL44OD44Kv!5e0!3m2!1sja!2sjp!4v1606373704621!5m2!1sja!2sjp,1350042,木場2-17-13,亀井ビル2F,03-5245-4122,130039,0,0,0,1,1,1,0,0,0,1,1,キバコウエンクリニック,0,13,662
東峯婦人クリニック,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d2051.3634983782854!2d139.80677182434914!3d35.66902803453489!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x60188906ce57e0cf%3A0x7718f1558b2e2802!2z5p2x5bOv5amm5Lq644Kv44Oq44OL44OD44Kv!5e0!3m2!1sja!2sjp!4v1606373733797!5m2!1sja!2sjp,1350042,木場5-3-10,,03-3630-0303,130040,0,0,0,1,1,0,0,0,0,0,0,トウホウフジンクリニック,0,13,662
NTT東日本関東病院,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d6599.079996015241!2d139.7208975446078!3d35.63128301222204!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x60188afdc8108141%3A0xd01d0549c39ec8cb!2zTlRU5p2x5pel5pysIOmWouadseeXhemZog!5e0!3m2!1sja!2sjp!4v1606373759424!5m2!1sja!2sjp,1418625,東五反田5-9-22,,03-3448-6111,130044,1,1,1,0,0,0,0,0,0,0,0,エヌティーティーヒガシニホンカントウビョウイン,0,13,663
クリニック飯塚,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3243.1928561633395!2d139.71924821484097!3d35.622971840773104!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x60188ae54974bc9f%3A0x5dcd8da0ebcc2c81!2z44Kv44Oq44OL44OD44Kv6aOv5aGa!5e0!3m2!1sja!2sjp!4v1606373780213!5m2!1sja!2sjp,1410031,西五反田8-1-10,小沢ビル 5階,03-3495-8761,130045,0,0,0,1,1,1,0,1,0,0,0,クリニックイイズカ,0,13,663
昭和大学,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d6487.580263169413!2d139.6976142800475!3d35.608243147290416!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x60188ac653413c6f%3A0x19c222c20fa74c6a!2z5pit5ZKM5aSn5a2m55eF6Zmi!5e0!3m2!1sja!2sjp!4v1606373827913!5m2!1sja!2sjp,1428666,旗の台1-5-8,,03-3784-8000,130046,1,1,1,1,1,1,4,0,0,0,0,ショウワダイガク,0,13,663
東邦大学医療センター大森病院,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d12743.868899226047!2d139.7151327496736!3d35.56840989269765!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x6018604fb4d09269%3A0x4393436643e04c41!2z5p2x6YKm5aSn5a2m5Yy755mC44K744Oz44K_44O8IOWkp-ajrueXhemZog!5e0!3m2!1sja!2sjp!4v1606373861877!5m2!1sja!2sjp,1438541,大森西6-11-1,,03-3762-4151,130050,1,1,1,1,1,1,7,0,0,0,0,トウホウダイガクイリョウセンターオオモリビョウイン,0,13,665
キネマアートクリニック,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3245.662073190762!2d139.71775921483933!3d35.562047144107424!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x60186059f587c201%3A0x439442ad79cc6b68!2z44Kt44ON44Oe44Ki44O844OI44Kv44Oq44OL44OD44Kv!5e0!3m2!1sja!2sjp!4v1606373882064!5m2!1sja!2sjp,1440052,蒲田5-28-18,京急醍醐共同開発ビル 3階,03-5480-1940,130051,0,0,0,1,1,1,0,0,0,0,0,キネマアートクリニック,0,13,665
荏原病院,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d15396.866766912448!2d139.68876242066864!3d35.59616236297588!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x60188ab2ed8c6d4b%3A0x38b695ae7ac9a3c7!2z6I2P5Y6f55eF6Zmi!5e0!3m2!1sja!2sjp!4v1606373906830!5m2!1sja!2sjp,1450065,東雪谷4-5-10,,03-5734-8000,130053,1,0,0,0,0,0,0,0,0,0,0,エバラビョウイン,0,13,665
東京HARTクリニック,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3241.614510025851!2d139.71286091484205!3d35.661868138641886!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x60188b613c23c4f1%3A0x1e9358c10fa78782!2z5p2x5Lqs77yo77yh77yy77y044Kv44Oq44OL44OD44Kv!5e0!3m2!1sja!2sjp!4v1606373931704!5m2!1sja!2sjp,1070062,南青山5-4-19,ジ・アッパーレジデンシィーズ・ミナミアオヤマ1F,03-5766-3660,130054,0,0,0,1,1,1,0,0,0,0,0,トウキョウハートクリニック,0,13,657
日本赤十字社医療センター,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d6574.28889831356!2d139.713717331953!3d35.65508650497619!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x60188b6ee9d2fa49%3A0xcca25ad13886a42!2z5pel5pys6LWk5Y2B5a2X56S-5Yy755mC44K744Oz44K_44O8!5e0!3m2!1sja!2sjp!4v1606375396184!5m2!1sja!2sjp,1508935,広尾4-1-22,,03-3400-1311,130055,1,1,1,1,1,0,0,0,0,0,0,ニホンセキジュウジシャイリョウセンター,0,13,667
東京都立広尾病院,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d6901.824988529455!2d139.71681784902182!3d35.64717636932408!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x60188b0d8a1a4b75%3A0x58acd160bce68877!2z5p2x5Lqs6YO956uL5bqD5bC-55eF6Zmi!5e0!3m2!1sja!2sjp!4v1606375432735!5m2!1sja!2sjp,1500013,恵比寿2-34-10,,03-3444-1181,130056,1,1,1,0,0,0,0,0,0,0,0,ヒロオビョウイン,0,13,667
ファティリティクリニック東京,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3242.0754068254864!2d139.70777281484177!3d35.650513739264355!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x60188b423bf63761%3A0x8c993c1bf47a4a0b!2z44OV44Kh44OG44Kj44Oq44OG44Kj44Kv44Oq44OL44OD44Kv5p2x5Lqs!5e0!3m2!1sja!2sjp!4v1606375450402!5m2!1sja!2sjp,1500011,東3-13-11,A-PLACE恵比寿東1F(旧フロンティア恵比寿),03-3406-6868,130057,0,0,0,1,1,1,0,0,1,1,1,ファティリティクリニックトーキョー,0,13,667
はらメディカルクリニック,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3240.807228139047!2d139.70351931484265!3d35.681748337551824!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x60188cbf4028c3f3%3A0x700c8e681ebeddfd!2z44Gv44KJ44Oh44OH44Kj44Kr44Or44Kv44Oq44OL44OD44Kv!5e0!3m2!1sja!2sjp!4v1606375469348!5m2!1sja!2sjp,1510051,千駄ヶ谷5-8-10,,03-3356-4211,130058,0,0,0,1,1,1,0,1,0,0,0,ハラメディカルクリニック,0,13,667
JR東京総合病院,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3240.6558939866627!2d139.69781271484274!3d35.68547403734748!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x60188ccfbfa839cd%3A0x47f236c6a84df9e2!2zSlLmnbHkuqznt4_lkIjnl4XpmaI!5e0!3m2!1sja!2sjp!4v1606375486160!5m2!1sja!2sjp,1518528,代々木2-1-3,,03-3320-2210,130059,1,1,1,0,0,0,0,0,0,0,0,ジェイアールトウキョウソウゴウビョウイン,0,13,667
東京医療センター,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d12793.787315831469!2d139.6583398586445!3d35.62535708744272!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x6018f4eb4167a8c3%3A0xa9e8634f3af5d3ea!2z5p2x5Lqs5Yy755mC44K744Oz44K_44O8!5e0!3m2!1sja!2sjp!4v1606375510515!5m2!1sja!2sjp,1528902,東が丘2-5-1,,03-3411-0111,130061,1,1,1,0,0,0,0,0,0,0,0,トウキョウイリョウセンター,0,13,664
厚生中央病院,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d6575.401252469363!2d139.70904179656793!3d35.64157748371664!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x60188b160a280e7f%3A0xd38c13baee7a0ed2!2z57eP5ZCI55eF6Zmi5Y6a55Sf5Lit5aSu55eF6Zmi!5e0!3m2!1sja!2sjp!4v1606375580099!5m2!1sja!2sjp,1538581,三田1-11-7,,03-3713-2141,130063,1,1,1,0,0,0,0,0,0,0,0,コウセイチュウオウビョウイン,0,13,664
東邦大学医療センター大橋病院,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d6112.99047105803!2d139.68417647785128!3d35.65268912539616!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x6018f4a98b0603d1%3A0x678082b1289c10b!2z44CSMTUzLTAwNDQg5p2x5Lqs6YO955uu6buS5Yy65aSn5qmL77yS5LiB55uu77yR77yX4oiS77yWIOadsemCpuWkp-WtpuWMu-eZguOCu-ODs-OCv-ODvOWkp-api-eXhemZog!5e0!3m2!1sja!2sjp!4v1606375596863!5m2!1sja!2sjp,1538515,大橋2-22-36,,03-3468-1251,130064,1,1,0,0,0,0,0,0,0,0,0,トウホウダイガクイリョウセンターオオハシビョウイン,0,13,664
梅ヶ丘産婦人科,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d5034.393979410947!2d139.65003728928806!3d35.656024870546084!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x6018f375ad99a9f9%3A0x76b3fe5e70024dc6!2z5qKF44O25LiY55Sj5amm5Lq656eR!5e0!3m2!1sja!2sjp!4v1606375616071!5m2!1sja!2sjp,1540022,梅丘1-33-3,,03-3429-6036,130065,0,0,0,1,1,1,0,0,0,1,1,ウメガオカサンフジンカ,0,13,666
自衛隊中央病院,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d6643.831447970824!2d139.67798055700302!3d35.64510137258274!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x6018f4ae3fb7cb1d%3A0x379bd3dc2922a0b1!2z6Ieq6KGb6ZqK5Lit5aSu55eF6Zmi!5e0!3m2!1sja!2sjp!4v1606375647540!5m2!1sja!2sjp,1540001,池尻1-2-24,,03-3411-0151,130066,1,0,0,0,0,0,0,0,0,0,0,ジエイタイチュウオウビョウイン,0,13,666
国立成育医療研究センター,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d8642.073980723342!2d139.6073113836404!3d35.634265467077704!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x6018f3e2d1789bcd%3A0x9456e66d68804818!2z5Zu956uL5oiQ6IKy5Yy755mC56CU56m244K744Oz44K_44O8!5e0!3m2!1sja!2sjp!4v1606375690588!5m2!1sja!2sjp,1578535,大蔵2-10-1,,03-3416-0181,130069,1,0,1,1,1,1,0,0,0,0,0,コクリツセイイクイリョウケンキュウセンター,0,13,666
東京医科大学,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d12961.299064065588!2d139.6936619281628!3d35.6936249099583!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x60188d2aa55c5c85%3A0xa47b05cbe1ba1f94!2z5p2x5Lqs5Yy756eR5aSn5a2m55eF6Zmi!5e0!3m2!1sja!2sjp!4v1606375742186!5m2!1sja!2sjp,1600023,西新宿6-7-1,,03-3342-6111,130074,1,1,1,1,1,1,7,0,0,0,1,トウキョウイカダイガク,0,13,658
加藤レディスクリニック,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d6802.821326629586!2d139.6933282145774!3d35.69391300767335!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x60188cd5f4647c6b%3A0x17a1d59441112df4!2z5Yqg6Jek44Os44OH44Kj44K544Kv44Oq44OL44OD44Kv!5e0!3m2!1sja!2sjp!4v1606375758225!5m2!1sja!2sjp,1600023,西新宿7-20-3,ウエストゲート新宿ビル,03-3366-3777,130075,0,0,0,1,1,1,4,0,1,0,1,カトウレディスクリニック,0,13,658
