name,post_code,address1,address2,tel,jsog_code,senkoishido,fujinkashuyo,shusanki,ivf,hai_ranshi_toketsu,kenbijusei,social_ranshitoketsu,teikyoseishi_aih,city_id,,,,,,,
さくらレディースクリニック,3590037,くすのき台3-1-1,角三上ビル 2階,04-2992-0371,110048,0,0,0,1,1,1,0,0,542,,,,,,,
赤心堂病院,3501123,脇田本町25-19,,049-242-1181,110051,1,0,0,0,0,0,0,0,537,,,,,,,
スピカレディースクリニック,3470017,南篠崎2252,,0480-65-7750,110052,0,0,0,1,1,0,0,0,544,,,,,,,
産婦人科　菅原病院,3430813,越谷1-15-2,,048-964-3321,110053,0,0,0,1,1,1,0,0,554,,,,,,,
ゆうレディースクリニック,3430845,南越谷1-22-5,ノーブルクロス 1-2F,048-967-3122,110054,0,0,0,1,1,1,0,0,554,,,,,,,
ミューズレディスクリニック,3560006,霞ケ丘1-2-3,ココネ上福岡一番館 2F A202,049-256-8656,110057,0,0,0,1,1,1,0,0,574,,,,,,,
大塚産婦人科,3520025,片山1-16-3,,048-479-7802,110058,0,0,0,1,1,1,0,0,561,,,,,,,
医療法人TenderLovingCare　恵愛生殖医療医院,3510114,本町3-13,タウンコートエクセル 3F,048-485-1185,110059,0,0,0,1,1,1,0,0,560,,,,,,,
あらかきウィメンズクリニック,3360027,沼影1-17-15,グラース 1F,048-838-1107,110060,0,0,0,1,1,1,0,0,534,,,,,,,
ウィメンズクリニックふじみ野,3540035,ふじみ野西1-17-3,ハピネスビルふじみ野 2.3F,049-293-8210,110061,0,0,0,1,1,1,0,0,566,,,,,,,
高橋ウイメンズクリニック,2600028,新町18-14,千葉新町ビル 6階,043-243-8024,120001,0,0,0,1,1,1,0,0,600,,,,,,,
千葉医療センター,2608606,椿森4-1-2,,043-251-5311,120002,1,1,1,0,0,0,0,0,600,,,,,,,
千葉メディカルセンター,2600842,南町1-7-1,,043-261-5111,120003,1,0,0,1,1,1,0,0,600,,,,,,,
千葉市立青葉病院,2600852,青葉町1273-2,,043-227-1131,120004,1,1,0,0,0,0,0,0,600,,,,,,,
千葉大学,2608677,亥鼻1-8-1,,043-222-7171,120005,1,1,1,1,1,1,7,0,600,,,,,,,
千葉市立海浜病院,2610012,磯辺3-31-1,,043-277-7711,120006,1,0,1,0,0,0,0,0,605,,,,,,,
みやけウィメンズクリニック,2660032,おゆみ野中央1-18-5,,043-293-3500,120007,0,0,0,1,1,1,0,0,604,,,,,,,
日本医科大学千葉北総病院,2701694,鎌苅1715,,0476-99-1111,120009,1,1,1,0,0,0,0,0,633,,,,,,,
千葉西総合病院,2702251,金ケ作107-1,,047-384-8111,120010,1,0,0,0,0,0,0,0,611,,,,,,,
大川レディースクリニック,2710051,馬橋1902,,047-341-3011,120011,0,0,0,1,1,1,0,0,611,,,,,,,
松戸市立総合医療センター,2702296,千駄堀993-1,,047-712-2511,120012,1,1,1,1,1,1,0,0,611,,,,,,,
東京歯科大学市川総合病院,2728513,菅野5-11-13,,047-322-0151,120015,1,1,1,1,1,1,0,1,607,,,,,,,
さち・レディースクリニック,2730025,印内町638-1,ビューエクセレント 2F,047-495-2050,120016,0,0,0,1,1,1,0,0,608,,,,,,,
船橋市立医療センター,2738588,金杉1-21-1,,047(438)3321,120017,1,1,0,0,0,0,0,0,608,,,,,,,
船橋中央病院,2738556,海神6-13-10,,047-433-2111,120018,1,0,1,0,0,0,0,0,608,,,,,,,
東京慈恵会医科大学柏病院,2778567,柏下163-1,,04-7164-1111,120021,1,1,0,0,0,0,0,0,619,,,,,,,
順天堂大学医学部附属浦安病院,2790021,富岡2-1-1,,047-353-3111,120023,1,1,1,1,1,1,5,0,629,,,,,,,
高橋レディースクリニック,2850858,ユーカリが丘4-1-1,イーストタワー 2F,043-463-2129,120024,0,0,0,1,1,1,0,0,615,,,,,,,
東邦大学医療センター佐倉病院,2858741,下志津564-1,,043-462-8811,120025,1,1,1,1,1,1,0,0,615,,,,,,,
日吉台レディスクリニック,2860201,日吉台2-9-6,,0476-92-1103,120026,0,0,0,1,1,1,0,0,635,,,,,,,
成田赤十字病院,2868523,飯田町90-1,,0476-22-2311,120027,1,1,1,1,1,0,0,0,614,,,,,,,
国保旭中央病院,2892511,イの1326,,0479-63-8111,120029,1,1,1,0,0,0,0,0,617,,,,,,,
宗田マタニティクリニック,2900024,根田320-7,,0436-24-4103,120030,0,0,0,1,1,1,0,0,621,,,,,,,
重城産婦人科小児科,2920003,万石358,,0438-41-3700,120032,0,0,0,1,1,0,0,0,610,,,,,,,
薬丸病院,2920831,富士見2-7-1,,0438-25-0381,120033,0,0,0,1,1,1,0,0,610,,,,,,,
君津中央病院,2928535,桜井1010,,0438-36-1071,120034,1,1,1,0,0,0,0,0,610,,,,,,,
亀田総合病院亀田クリニック,2960041,東町1344,,04-7099-2211,120035,1,1,1,1,1,1,7,0,625,,,,,,,
帝京大学ちば総合医療センター,2990111,姉崎3426-3,,0436-62-1211,120036,1,1,1,0,0,0,0,0,621,,,,,,,
千葉県がんセンター,2608717,仁戸名町666-2,,043-264-5431,120042,1,1,0,0,0,0,0,0,600,,,,,,,
QST病院,2638555,穴川4-9-1,,043-206-3306,120043,0,1,0,0,0,0,0,0,602,,,,,,,
パークシティ吉田レディースクリニック,2790014,明海22,パークシティ東京ベイ新浦安 クターズベイ,047-316-3321,120044,0,0,0,1,1,0,0,0,629,,,,,,,
窪谷産婦人科IVFクリニック,2770005,柏1-1-7,池松ビル 4階,04-7136-2601,120046,0,0,0,1,1,1,0,0,619,,,,,,,
中野レディースクリニック,2770005,柏2-10-11-1F,,04-7162-0345,120049,0,0,0,1,1,1,0,0,619,,,,,,,
東京女子医科大学八千代医療センター,2768524,大和田新田477-96,,047-450-6000,120051,1,1,1,0,0,0,0,0,623,,,,,,,
千葉愛友会記念病院,2700161,鰭ケ崎1-1,,04-7159-1611,120053,1,1,1,0,0,0,0,0,622,,,,,,,
津田沼IVFクリニック,2740825,前原西2-17-8,,047-455-3111,120054,0,0,0,1,1,1,0,0,608,,,,,,,
さくらウィメンズクリニック,2790002,北栄1-11-20-3F,,047-700-7077,120055,0,0,0,1,1,1,0,0,629,,,,,,,
亀田IVFクリニック幕張,2618501,中瀬1-3- D棟3階,,043-296-8141,120056,0,0,0,1,1,1,4,0,605,,,,,,,
そうクリニック,2840001,大日741-3,,043-424-1103,120057,0,0,0,1,1,1,0,0,630,,,,,,,
本八幡レディースクリニック,2720021,八幡3-3-3,ターミナルシティ本八幡 アイビス 地下1階,047-322-7755,120058,0,0,0,1,1,1,0,0,607,,,,,,,
おおたかの森ＡＲＴクリニック,2700128,おおたかの森西1-3-5,K.Mおおたかの森 2F,04-7170-1541,120059,0,0,0,1,1,1,0,0,622,,,,,,,
千葉徳洲会病院,2740065,高根台2-11-1,,047-466-7111,120060,0,1,0,0,0,0,0,0,608,,,,,,,
船橋駅前レディースクリニック,2730005,本町4-2-9,菅野屋船橋ビル 地下1階,047-426-0077,120061,0,0,0,1,1,1,0,0,608,,,,,,,
三楽病院,1018326,神田駿河台2-2-5,,03-3292-3981,130002,1,0,0,0,0,0,0,0,659,,,,,,,
浜田病院,1010062,神田駿河台2-5,,03-5280-1166,130003,1,1,1,1,1,1,0,0,659,,,,,,,
日本大学病院,1018309,神田駿河台1-6,,03-3293-1711,130004,1,1,1,0,0,0,0,0,659,,,,,,,
三井記念病院,1018643,神田和泉町1,,03-3862-9111,130005,1,1,1,0,0,0,0,0,659,,,,,,,
東京警察病院,1648541,中野4-22-1,,03-5343-5611,130007,0,1,0,0,0,0,0,0,672,,,,,,,
東京逓信病院,1028798,富士見2-14-23,,03-5214-7111,130008,0,1,0,0,0,0,0,0,659,,,,,,,
国立がん研究センター中央病院,1040045,築地5-1-1,,03-3542-2511,130009,1,1,0,0,0,0,0,0,660,,,,,,,
はるねクリニック銀座,1040061,銀座1-5-8,ギンザウィローアベニュービル 6F,03-5250-6850,130010,0,0,0,1,1,1,0,0,660,,,,,,,
銀座レディースクリニック,1040061,銀座4-6-11,銀座センタービル 6F,03-3535-1117,130011,0,0,0,1,1,1,0,0,660,,,,,,,
聖路加国際病院,1048560,明石町9-1,,03-3541-5151,130012,1,1,1,1,1,1,7,0,660,,,,,,,
東京慈恵会医科大学,1058471,西新橋3-19-18,,03-3433-1111,130013,1,1,1,1,1,1,3,0,661,,,,,,,
虎の門病院,1058470,虎ノ門2-2-2,,03-3588-1111,130014,1,1,1,1,1,1,4,0,661,,,,,,,
愛育病院,1050023,芝浦1-16-10,,03-6453-7300,130015,1,0,1,0,0,0,0,0,661,,,,,,,
山王病院,1070052,赤坂8-10-16,,03-3402-3151,130016,1,0,0,1,1,1,4,0,661,,,,,,,
東京都済生会中央病院,1080073,三田1-4-17,,03-3451-8211,130017,0,1,1,0,0,0,0,0,661,,,,,,,
北里研究所病院,1088642,白金5-9-1,,03-3444-6161,130018,1,0,0,1,1,1,0,0,661,,,,,,,
順天堂大学,1138431,本郷3-1-3,,03-3813-3111,130023,1,1,1,1,1,1,4,0,663,,,,,,,
東京医科歯科大学,1138519,湯島1-5-45,,03-3813-6111,130024,1,1,1,1,1,1,7,0,663,,,,,,,
日本医科大学,1138603,千駄木1-1-5,,03-3822-2131,130025,1,1,1,1,1,1,2,0,663,,,,,,,
東京大学,1138655,本郷7-3-1,,03-3815-5411,130026,1,1,1,1,1,1,4,0,663,,,,,,,
中野レディースクリニック,1140002,王子2-30-6,末永ビル 3F,03-5390-6030,130028,0,0,0,1,1,0,0,0,675,,,,,,,
東京女子医科大学東医療センター,1168567,西尾久2-1-10,,03-3810-1111,130029,1,1,1,0,0,0,0,0,676,,,,,,,
臼井医院,1200003,東和2-12-18,,03-3605-0381,130030,0,0,0,1,1,1,0,0,679,,,,,,,
真島クリニック,1230852,関原1-21-2,,03-3849-4127,130032,0,0,0,1,1,1,0,0,679,,,,,,,
葛飾赤十字産院,1240012,立石5-11-12,,03-3693-5211,130033,1,0,0,0,0,0,0,0,680,,,,,,,
東京慈恵会医科大学葛飾医療センター,1258506,青戸6-41-2,,03-3603-2111,130034,1,1,1,0,0,0,0,0,680,,,,,,,
あいウイメンズクリニック,1300013,錦糸1-5-14,サンヨー堂錦糸ビル 3F,03-3829-2522,130035,0,0,0,1,1,1,0,0,665,,,,,,,
賛育会病院,1300012,太平3-20-2,,03-3622-9191,130036,1,0,1,0,0,0,0,0,665,,,,,,,
同愛記念病院,1308587,横網2-1-11,,03-3625-6381,130037,1,1,1,0,0,0,0,0,665,,,,,,,
東京都立墨東病院,1308575,江東橋4-23-15,,03-3633-6151,130038,1,1,1,0,0,0,0,0,665,,,,,,,
木場公園クリニック,1350042,木場2-17-13,亀井ビル 2F,03-5245-4122,130039,0,0,0,1,1,1,0,0,666,,,,,,,
東峯婦人クリニック,1350042,木場5-3-10,,03-3630-0303,130040,0,0,0,1,1,0,0,0,666,,,,,,,
NTT東日本関東病院,1418625,東五反田5-9-22,,03-3448-6111,130044,1,1,1,0,0,0,0,0,667,,,,,,,
クリニック飯塚,1410031,西五反田8-1-10,小沢ビル 5階,03-3495-8761,130045,0,0,0,1,1,1,0,1,667,,,,,,,
昭和大学,1428666,旗の台1-5-8,,03-3784-8000,130046,1,1,1,1,1,1,4,0,667,,,,,,,
東邦大学医療センター大森病院,1438541,大森西6-11-1,,03-3762-4151,130050,1,1,1,1,1,1,7,0,669,,,,,,,
キネマアートクリニック,1440052,蒲田5-28-18,京急醍醐共同開発ビル 3階,03-5480-1940,130051,0,0,0,1,1,1,0,0,669,,,,,,,
荏原病院,1450065,東雪谷4-5-10,,03-5734-8000,130053,1,0,0,0,0,0,0,0,669,,,,,,,
東京HARTクリニック,1070062,南青山5-4-19,ジ･アッパーレジデンシィーズ･ミナミアオヤマ 1F,03-5766-3660,130054,0,0,0,1,1,1,0,0,661,,,,,,,
日本赤十字社医療センター,1508935,広尾4-1-22,,03-3400-1311,130055,1,1,1,1,1,0,0,0,671,,,,,,,
東京都立広尾病院,1500013,恵比寿2-34-10,,03-3444-1181,130056,1,1,1,0,0,0,0,0,671,,,,,,,
ファティリティクリニック東京,1500011,東3-13-11,A-PLACE恵比寿東 1F(旧フロンティア恵比寿),03-3406-6868,130057,0,0,0,1,1,1,0,0,671,,,,,,,
はらメディカルクリニック,1510051,千駄ヶ谷5-8-10,,03-3356-4211,130058,0,0,0,1,1,1,0,1,671,,,,,,,
JR東京総合病院,1518528,代々木2-1-3,,03-3320-2210,130059,1,1,1,0,0,0,0,0,671,,,,,,,
東京医療センター,1528902,東が丘2-5-1,,03-3411-0111,130061,1,1,1,0,0,0,0,0,668,,,,,,,
厚生中央病院,1538581,三田1-11-7,,03-3713-2141,130063,1,1,1,0,0,0,0,0,668,,,,,,,
東邦大学医療センター大橋病院,1538515,大橋2-22-36,,03-3468-1251,130064,1,1,0,0,0,0,0,0,668,,,,,,,
梅ヶ丘産婦人科,1540022,梅丘1-33-3,,03-3429-6036,130065,0,0,0,1,1,1,0,0,670,,,,,,,
自衛隊中央病院,1540001,池尻1-2-24,,03-3411-0151,130066,1,0,0,0,0,0,0,0,670,,,,,,,
国立成育医療研究センター,1578535,大蔵2-10-1,,03-3416-0181,130069,1,0,1,1,1,1,0,0,670,,,,,,,
東京医科大学,1600023,西新宿6-7-1,,03-3342-6111,130074,1,1,1,1,1,1,7,0,662,,,,,,,
加藤レディスクリニック,1600023,西新宿7-20-3,ウエストゲート新宿ビル,03-3366-3777,130075,0,0,0,1,1,1,4,0,662,,,,,,,
東京山手メディカルセンター,1690073,百人町3-22-1,,03-3364-0251,130076,1,1,1,0,0,0,0,0,662,,,,,,,
慶應義塾大学,1608582,信濃町35,,03-3353-1211,130077,1,1,1,1,1,1,4,1,662,,,,,,,
聖母病院,1618521,中落合2-5-1,,03-3951-1111,130078,1,0,1,0,0,0,0,0,662,,,,,,,
東京新宿メディカルセンター,1628543,津久戸町5-1,,03-3269-8111,130079,0,0,1,0,0,0,0,0,662,,,,,,,
国立国際医療研究センター,1628655,戸山1-21-1,,03-3202-7181,130080,1,1,1,1,1,1,0,0,662,,,,,,,
東京女子医科大学,1628666,河田町8-1,,03-3353-8111,130081,1,1,1,1,1,1,0,0,662,,,,,,,
立正佼成会附属佼成病院,1660012,和田2-25-1,,03-3383-1281,130085,1,1,1,0,0,0,0,0,673,,,,,,,
河北総合病院,1660001,阿佐谷北1-7-3,,03-3339-2121,130086,1,1,1,0,0,0,0,0,673,,,,,,,
荻窪病院,1670035,今川3-1-24,,03-3399-1101,130087,1,0,0,0,0,0,0,0,673,,,,,,,
杉山産婦人科,1560041,大原1-53-1,,03-5454-3541,130088,0,0,0,1,1,1,0,0,670,,,,,,,
東京都立大塚病院,1708476,南大塚2-8-1,,03-3941-3211,130090,1,1,1,0,0,0,0,0,674,,,,,,,
松本レディースクリニック,1700013,東池袋2-60-3,グレイスロータリービル 1F,03-5958-5633,130091,0,0,0,1,1,1,0,0,674,,,,,,,
帝京大学,1738606,加賀2-11-1,,03-3964-1211,130092,1,1,1,1,1,1,0,0,677,,,,,,,
日本大学板橋病院,1738610,大谷口上町30-1,,03-3972-8111,130095,1,1,1,1,1,1,4,0,677,,,,,,,
板橋中央総合病院,1740051,小豆沢2-12-7,,03-3967-1181,130096,1,1,1,0,0,0,0,0,677,,,,,,,
練馬総合病院,1768530,旭丘1-24-1,,03-5988-2200,130097,1,0,0,0,0,0,0,0,678,,,,,,,
武蔵野赤十字病院,1808610,境南町1-26-1,,0422-32-3111,130099,1,1,1,0,0,0,0,0,684,,,,,,,
杏林大学,1818611,新川6-20-2,,0422-47-5511,130100,1,1,1,1,1,1,0,0,685,,,,,,,
幸町IVFクリニック,1830055,府中町1-18-17,コンテント府中 1F･2F,042-365-0341,130101,0,0,0,1,1,1,0,0,687,,,,,,,
東京都立多摩総合医療センター,1838524,武蔵台2-8-29,,042-323-5111,130102,1,1,1,0,0,0,0,0,687,,,,,,,
公立昭和病院,1878510,花小金井8-1-1,,042-461-0052,130103,1,1,1,0,0,0,0,0,692,,,,,,,
井上レディースクリニック,1900013,富士見町1-26-9,,042-529-0111,130105,0,0,0,1,1,1,0,0,683,,,,,,,
東京災害医療センター,1900014,緑町3256,,042-526-5511,130106,0,1,0,0,0,0,0,0,683,,,,,,,
立川病院,1908531,錦町4-2-22,,042-523-3131,130107,1,1,1,0,0,0,0,0,683,,,,,,,
立川相互病院,1908578,緑町4-1,,042-525-2585,130108,1,1,1,0,0,0,0,0,683,,,,,,,
東京医科大学八王子医療センター,1930998,館町1163,,042-665-5611,130111,1,1,1,0,0,0,0,0,682,,,,,,,
町田市民病院,1940023,旭町2-15-41,,042-722-2230,130112,1,1,1,0,0,0,0,0,690,,,,,,,
青梅市立総合病院,1980042,東青梅4-16-5,,0428-22-3191,130113,1,1,1,0,0,0,0,0,686,,,,,,,
公立福生病院,1978511,加美平1-6-1,,042-551-1111,130115,0,1,1,0,0,0,0,0,697,,,,,,,
東京慈恵会医科大学第三病院,2018601,和泉本町4-11-1,,03-3480-1151,130116,1,1,0,0,0,0,0,0,698,,,,,,,
稲城市立病院,2060801,大丸1171,,042-377-0931,130118,1,1,0,0,0,0,0,0,704,,,,,,,
日本医科大学多摩永山病院,2068512,永山1-7-1,,042-371-2111,130119,1,1,1,0,0,0,0,0,703,,,,,,,
豊島病院,1730015,栄町33-1,,03-5375-1234,130120,1,1,1,0,0,0,0,0,677,,,,,,,
がん・感染症センター都立駒込病院,1130021,本駒込3-18,,03-3823-2101,130122,1,1,0,0,0,0,0,0,663,,,,,,,
赤坂見附宮崎産婦人科,1070051,元赤坂1-1,,03-3478-6443,130123,0,0,0,1,1,1,0,0,661,,,,,,,
杏雲堂病院,1010062,神田駿河台1-8,,03-3292-2051,130124,0,1,0,0,0,0,0,0,659,,,,,,,
がん研有明病院,1358550,有明3-8-31,,03-3520-0111,130125,0,1,0,0,0,0,0,0,666,,,,,,,
陣内ウィメンズクリニック,1580083,奥沢5-40-5,自由が丘JWCビル,03-3722-2255,130129,0,0,0,1,1,1,0,0,670,,,,,,,
ウィメンズクリニック神野,1820022,国領町3-11-7,,042-480-3105,130131,0,0,0,1,1,1,0,0,689,,,,,,,
銀座すずらん通りレディスクリニック,1040061,銀座6-9-7,近畿建物銀座ビル 8F,03-3569-7711,130133,0,0,0,1,1,1,0,0,660,,,,,,,
芝公園かみやまクリニック,1050014,芝2-9-10,ダイユウビル 1F,03-6414-5641,130134,0,0,0,1,1,1,0,0,661,,,,,,,
多摩南部地域病院,2060036,中沢2-1-2,,042-338-5111,130135,0,1,0,0,0,0,0,0,703,,,,,,,
東京臨海病院,1340086,臨海町1-4-2,,03-5605-8811,130136,1,0,0,0,0,0,0,0,681,,,,,,,
東海大学八王子病院,1920032,石川町1838,,042-639-1111,130137,1,1,0,0,0,0,0,0,682,,,,,,,
ウイメンズ・クリニック大泉学園,1780063,東大泉1-27-19,アラウダ大泉ビル 2F-5F,03-5935-1010,130138,0,0,0,1,1,1,0,0,678,,,,,,,
とくおかレディースクリニック,1520031,1-3-1,三井住友銀行都立大学駅前ビル 6F,03-5701-1722,130140,0,0,0,1,1,1,0,0,668,,,,,,,
うすだレディースクリニック,1800004,吉祥寺本町2-4-14,メディコープビル 8･3F,0422(28)0363,130141,0,0,0,1,1,1,0,0,684,,,,,,,
みむろウィメンズクリニック,1940013,町田1-7-17,ガレリア町田ビル 3F,042-710-3609,130142,0,0,0,1,1,1,0,0,690,,,,,,,
順天堂大学練馬病院,1778521,高野台3-1-10,,03-5923-3111,130144,1,1,1,0,0,0,0,0,678,,,,,,,
五の橋レディスクリニック,1360071,亀戸6-26-5,日土地亀戸ビル 8F,03-5836-2600,130145,0,0,0,1,1,1,0,0,666,,,,,,,
新橋夢クリニック,1050004,新橋2-5-1,EXCEL新橋,03-3593-2121,130146,0,0,0,1,1,1,4,0,661,,,,,,,
うつみやす子レディースクリニック,1600023,西新宿7-11-15,サンフル西新宿 4F,03(3368)3781,130147,0,0,0,1,1,1,0,0,662,,,,,,,
東京北医療センター,1150053,赤羽台4-17-56,,03-5963-3311,130149,1,1,1,1,1,0,0,0,675,,,,,,,
桜町病院,1848511,市桜町1-2-20,,042-383-4111,130150,1,0,0,0,0,0,0,0,691,,,,,,,
永寿総合病院,1108645,東上野2-23-16,,03-3833-8381,130152,1,1,1,0,0,0,0,0,664,,,,,,,
ときわ台レディースクリニック,1740071,常盤台2-5-3,アビアートときわ台 3階,03-5915-5207,130153,0,0,0,1,1,1,0,0,677,,,,,,,
池袋えざきレディースクリニック,1710014,池袋2-13-1,池袋岸野ビル 4F,03-5911-0034,130154,0,0,0,1,1,1,0,0,674,,,,,,,
荻窪病院虹クリニック,1670051,荻窪4-32-2,東洋時計ビル 8･9階,03-5335-6577,130155,0,0,0,1,1,1,0,0,673,,,,,,,
池下レディースクリニック吉祥寺,1800004,吉祥寺本町1-23-1,,0422-27-2965,130156,0,0,0,1,1,1,0,0,684,,,,,,,
ひろいウィメンズクリニック,1940022,森野1-19-13,RINSBOX 2F･3F,042-850-9027,130158,0,0,0,1,1,1,0,0,690,,,,,,,
立川ARTレディースクリニック,1900012,曙町2-8-29,村野ビル 4F,042-527-1124,130160,0,0,0,1,1,1,0,0,683,,,,,,,
明理会中央総合病院,1140001,東十条3-2-11,,03-5902-1199,130161,0,0,0,1,1,1,0,0,675,,,,,,,
国際医療福祉大学三田病院,1088329,三田1-4-3,,03-3451-8121,130162,0,1,0,0,0,0,0,0,661,,,,,,,
三軒茶屋ウィメンズクリニック,1540004,太子堂1-12-34,2F,03-5779-7155,130163,0,0,0,1,1,1,0,0,670,,,,,,,
貝原レディースクリニック,1830055,府中町2-5-8,Grace Court Fuchuekimae 101,042-352-8341,130164,0,0,0,1,1,1,0,0,687,,,,,,,
杉山産婦人科 丸の内,1000005,丸の内1-6-2,新丸の内センタービル 5F,03-5222-1500,130165,0,0,0,1,1,1,0,0,659,,,,,,,
Shinjuku ART Clinic,1636003,西新宿6-8-1,住友不動産新宿オークタワー 3階,03-5324-5577,130166,0,0,0,1,1,1,0,0,662,,,,,,,
小泉産婦人科医院,1920053,八幡町14-14,,042-626-7070,130167,0,0,0,1,1,1,0,0,682,,,,,,,
東京衛生病院,1678507,天沼3-17-3,,03-3392-6151,130168,0,0,1,0,0,0,0,0,673,,,,,,,
両角レディースクリニック,1040061,銀座2-5-11,V88ビルディング 4階,03-5159-1101,130170,0,0,0,1,1,1,0,0,684,,,,,,,
六本木レディースクリニック,1060032,六本木7-15-17,ユニ六本木ビル 3F,0120-853-999,130171,0,0,0,1,1,1,0,0,661,,,,,,,
京野アートクリニック高輪,1080074,高輪3-13-1,TAKANAWA COURT 5F,03-6408-4124,130172,0,0,0,1,1,1,7,1,661,,,,,,,
慶愛クリニック,1700013,東池袋1-12-8,富士喜ビル 4階,03-3987-3090,130173,0,0,0,1,1,1,0,0,674,,,,,,,
楠原ウィメンズクリニック,1040061,銀座5-6-2,銀座七宝ビル 6F,03-6274-6433,130174,0,0,0,1,1,1,0,0,660,,,,,,,
ローズレディースクリニック,1580082,等々力2-13-18,,03-3703-0114,130175,0,0,0,1,1,1,0,0,670,,,,,,,
田園都市レディースクリニック二子玉川,1580094,玉川2-24-24,セゾン玉川 5F,03-3707-2455,130176,0,0,0,1,1,1,0,0,670,,,,,,,
ジュンレディースクリニック小平,1870044,喜平町1-14-20,,042-329-4103,130177,0,0,0,1,1,1,0,0,692,,,,,,,
あいだ希望クリニック,1010045,神田鍛冶町3-4,oak神田鍛冶町ビル 2階,03-3254-1124,130178,0,0,0,1,1,1,0,0,659,,,,,,,
昭和大学江東豊洲病院,1358577,豊洲5-1-38,,03-6204-6000,130179,1,0,0,0,0,0,0,0,666,,,,,,,
Clinique de l’Ange,1070061,北青山3-3-13,共和五番館 6F,03-5413-8067,130180,0,0,0,1,1,1,0,0,661,,,,,,,
はなおかIVFクリニック品川,1410032,大崎1-11-2,ゲートシティ大崎イーストタワー 1F,03-5759-5112,130181,0,0,0,1,1,1,0,0,667,,,,,,,
多摩北部医療センター,1898511,青葉町1-7-1,,042-396-3811,130183,0,1,0,0,0,0,0,0,694,,,,,,,
オリーブレディースクリニック麻布十番,1060045,麻布十番1-5-18,カートブラン麻布十番 3F,03-6804-3208,130184,0,0,0,1,1,1,0,0,661,,,,,,,
武蔵境いわもと婦人科クリニック,1800023,境南町3-14-6,山桃ビル 2F,0422-31-3737,130185,0,0,0,1,1,1,0,0,684,,,,,,,
Natural ART Clinic日本橋,1036008,日本橋2-7-1,東京日本橋タワー 8階,03-6262-5757,130186,0,0,0,1,1,1,0,0,660,,,,,,,
日暮里レディースクリニック,1160013,西日暮里2-20-1,ステーションポートタワー 5F,03-5615-1181,130187,0,0,0,1,1,1,0,0,676,,,,,,,
赤坂レディースクリニック,1070052,赤坂5-4-7,The Hexagonビル 4階,03-5545-4123,130188,0,0,0,1,1,1,0,0,661,,,,,,,
京野アートクリニック品川,,,,,130189,0,0,0,1,1,1,7,0,,,,,,,,
城南レディスクリニック品川,1080074,高輪4-24-58,サマセット品川東京 1F,03-3440-5562,130191,0,0,0,1,1,1,0,0,661,,,,,,,
オーク銀座レディースクリニック,1040061,銀座2-6-12,Okura House 7階,0120-009-345,130192,0,0,0,1,1,1,0,0,660,,,,,,,
リプロダクションクリニック東京,1057103,東新橋1-5-2,汐留シティセンター 3F,03-6228-5351,130193,0,0,0,1,1,1,0,0,661,,,,,,,
日本橋ウィメンズクリニック,1030027,日本橋2-1-21,,03-5201-1555,130194,0,0,0,1,1,1,0,0,660,,,,,,,
秋葉原 ART Clinic,1100005,上野1-1-12,ユニゾ末広町ビル 3F,03-5807-6888,130195,0,0,0,1,1,1,0,0,664,,,,,,,
桜の芽クリニック,1690075,高田馬場3-3-3,NIAビル 4階,03-6908-7740,130196,0,0,0,1,1,1,0,0,662,,,,,,,
峯レディースクリニック,1520035,自由が丘2-10-4,ミルシェ自由が丘 4F,03-5731-8161,130197,0,0,0,1,1,1,0,0,668,,,,,,,
こまちレディースクリニック,2060033,落合1-3-1,かじやビル 1階,042-357-3535,130198,0,0,0,1,1,1,0,0,703,,,,,,,
銀座こうのとりレディースクリニック,1040061,銀座1-3-9,マルイト銀座ビル 7F,03-5159-2077,130199,0,0,0,1,1,1,0,0,660,,,,,,,
医療法人財団アドベンチスト会　東京衛生病院附属めぐみクリニック,1670032,天沼3-5-2,公生堂ビル 3階･B1階,03-5335-6401,130200,0,0,0,1,1,1,0,0,673,,,,,,,
明大前アートクリニック,1680063,和泉2-7-1,甘酒屋ビル 2F,03-3325-1155,130201,0,0,0,1,1,1,0,0,673,,,,,,,
杉山産婦人科　新宿,1600023,西新宿1-19-6,山手新宿ビル,03-5381-3000,130202,0,0,0,1,1,1,0,0,662,,,,,,,
桜十字渋谷バースクリニック,1500042,宇田川町3-7,ヒューリック渋谷公園通りビル 4階,03-5728-6626,130203,0,0,0,1,1,1,0,0,671,,,,,,,
浅田レディース品川クリニック,1080075,港南2-3-13,品川フロントビル 3F,03-3472-2203,130204,0,0,0,1,1,1,0,0,661,,,,,,,
フェニックスアートクリニック,1510051,千駄ヶ谷3-12-18,,03-3405-110,130205,0,0,0,1,1,1,0,0,671,,,,,,,
国分寺ウーマンズクリニック,1850012,本町4-1-9,国分寺本町クリスタルビル 5階,042-325-4124,130206,0,0,0,1,1,1,0,0,695,,,,,,,
東部地域病院,1258512,亀有5-14-1,,03-5682-5111,130207,0,1,0,0,0,0,0,0,680,,,,,,,
東京AMHクリニック銀座,1050004,新橋1-9-5,新橋 M-SQUARE Bright 2階,03-3573-4124,130208,0,0,0,1,1,1,0,0,661,,,,,,,
よしひろウィメンズクリニック,1100015,東上野2-18-6,ときわビル 2F,03-3834-8996,130209,0,0,0,1,1,1,0,0,664,,,,,,,
